name,description,topics
Women Partnering in Business East Bay,"<p>Please join us as we collaborate and create dynamic business partnerships between professional women in the San Francisco East Bay region. Our goal is to form business partnerships by sharing and supporting other women business owners and professionals in our community. Our group is not category specific, nor are there monthly attendance requirements. However, we do ask that you come to our events not only to expand your own business but also to help grow the businesses of the other attendees. We will alternate between lunch events and evening happy hours. &nbsp;At the lunches, there will be time for networking and everyone will have a short time to introduce yourself and your business. The evening events are an informal time to get to know each other and our businesses in a less structured format. Please bring business cards, flyers or any other promotional materials you wish to either event.</p>","[{u'name': u'Social Networking', u'urlkey': u'socialnetwork', u'id': 4422}, {u'name': u""Women's Social"", u'urlkey': u'women', u'id': 10232}, {u'name': u'Women Entrepreneurs', u'urlkey': u'women-entrepreneurs', u'id': 15497}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u""Women's Business Networking"", u'urlkey': u'womens-business-networking', u'id': 21283}, {u'name': u'Women Small Business Owners', u'urlkey': u'women-small-business-owners', u'id': 23633}, {u'name': u'Professional Women', u'urlkey': u'professional-women', u'id': 26273}, {u'name': u'Female Entrepreneurs', u'urlkey': u'female-entrepreneurs', u'id': 41905}, {u'name': u""Women's Networking"", u'urlkey': u'womens-networking', u'id': 43484}, {u'name': u""Women's Support"", u'urlkey': u'womens-support', u'id': 144477}]"
"Support Group for Women with Pelvic Pain, SF East Bay","<p>Suffering from pelvic pain?&nbsp;</p>
<p>I get it. I suffered from Vaginismus, one cause of Pelvic Pain for over 20 years. About five years ago, I experienced a remarkable healing around my sexuality, and completely healed the Vaginismus in a very unusual and pleasurable way in 6 weeks!<br><br>After that, I began a mission to help other women with pelvic pain issues.&nbsp; This support group is a place for women with pelvic pain issues to come together, share resources, and get guidance on how to heal. <br></p>
<p>I hope to see you at one of our Meetups soon!<br><br>Warmly,<br><br>Sarah<br></p>","[{u'name': u'Yoga', u'urlkey': u'yoga', u'id': 244}, {u'name': u'Chronic Pain', u'urlkey': u'chronicpain', u'id': 3456}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u""Women's Health"", u'urlkey': u'womens-health', u'id': 16973}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u""Women's Health and Wellness"", u'urlkey': u'womens-health-and-wellness', u'id': 46865}, {u'name': u'Vulvodynia', u'urlkey': u'vulvodynia', u'id': 71351}, {u'name': u'Vulvar Pain', u'urlkey': u'vulvar-pain', u'id': 101672}, {u'name': u'Pelvic Pain', u'urlkey': u'pelvic-pain', u'id': 202331}, {u'name': u'Vaginismus', u'urlkey': u'vaginismus', u'id': 337791}, {u'name': u'sexual pain', u'urlkey': u'sexual-pain', u'id': 603912}, {u'name': u'Chronic Pelvic Pain', u'urlkey': u'chronic-pelvic-pain', u'id': 947632}, {u'name': u'Healing Chronic Pelvic Pain', u'urlkey': u'healing-chronic-pelvic-pain', u'id': 947672}, {u'name': u'Chronic Pelvic Pain Syndrome', u'urlkey': u'chronic-pelvic-pain-syndrome', u'id': 1487852}]"
Write/Speak/Code SF,"<p> <br>Write/Speak/Code is on a mission to increase the visibility and leadership of SF&nbsp;<b>women and non-binary coders*</b>&nbsp;through thought leadership, conference speaking, open source, self-care, career mentorship and more.</p>
<br>
<p>We define <b>coders</b> as anyone who has written a line of code and can explain what it does, including developers, designers, data scientists, e-book publishers, and more.</p>
<p>All attendees, speakers, mentors, etc., are expected to abide by the&nbsp;<a href=""http://www.writespeakcode.com/about/code-of-conduct/"">Write/Speak/Code Code of Conduct</a>.&nbsp;</p>
<p><i>Want to support this Meetup? We have a patreon page&nbsp;<a href=""https://www.patreon.com/writespeakcode"">here</a>&nbsp;</i></p>
<p><i>Know somebody who would like to sponsor us? We're looking for sponsors for our Meetups, workshops and conference! Contact one of the organizers to get more information.</i></p>","[{u'name': u'Open Source', u'urlkey': u'opensource', u'id': 563}, {u'name': u'Software Development', u'urlkey': u'softwaredev', u'id': 3833}, {u'name': u'Women in Technology', u'urlkey': u'witi', u'id': 10296}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Women Coders', u'urlkey': u'women-coders', u'id': 22076}, {u'name': u'Women Programmers', u'urlkey': u'women-programmers', u'id': 45181}, {u'name': u'Women Science Technology Engineering & Mathematics', u'urlkey': u'women-science-technology-engineering-mathematics', u'id': 47731}, {u'name': u'Computer programming', u'urlkey': u'computer-programming', u'id': 48471}, {u'name': u'African-American Women in Technology', u'urlkey': u'african-american-women-in-technology', u'id': 60621}, {u'name': u'Women Software Developers', u'urlkey': u'women-software-developers', u'id': 149654}, {u'name': u'Women in Computing', u'urlkey': u'women-in-computing', u'id': 280601}, {u'name': u'Latin Women in Technology', u'urlkey': u'latin-women-in-technology', u'id': 691472}, {u'name': u'Women Computer Scientists', u'urlkey': u'women-computer-scientists', u'id': 691492}]"
Embodied Voice for Relationships,"<p>If you want more depth in your relationships, this is the right group for you. Whether you are in a partnership right now or you're single, come and learn how to create an even deeper level of intimacy in all the relationships in your life. This includes professional relationships, friendships, family dynamics and anything in between.&nbsp;</p>
<p>The cornerstone to every relationship is communication and communication starts by using your voice to communicate your needs and desires. The problem is, most people don't know how to use their voice effectively, so even when you say exactly what you want, your partner doesn't hear you. Frustrating when that happens, isn't it? What would it be like if you could communicate your desires clearly and effectively <b>and</b>&nbsp;have your partner fulfill those desires? That is not only possible, we're here to show you how you can create this reality in your life.</p>
<p>Learning to speak from your body allows you not only to be heard - you will be felt in a way you have probably never experienced before. Learn how to use your voice to attract and keep the relationships you desire in your life. Find your authentic voice, and notice how much different it sounds than the way you currently sound when you speak. Feel the power of your own voice in a way you have yet to experience. Isn't it time for you to create the amazing relationships you have always wanted? Join us, and make these dreams a reality.</p>","[{u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Dating and Relationships', u'urlkey': u'dating-and-relationships', u'id': 20246}, {u'name': u'Communication Skills', u'urlkey': u'communication-skills', u'id': 20923}, {u'name': u'Successful Relationships', u'urlkey': u'successful-relationships', u'id': 22480}, {u'name': u'Find your Soulmate', u'urlkey': u'find-your-soulmate', u'id': 23350}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Relationship Building', u'urlkey': u'relationship-building', u'id': 49581}, {u'name': u'Confidence and Self-Esteem', u'urlkey': u'confidence-and-self-esteem', u'id': 63753}, {u'name': u'Spiritual Singles', u'urlkey': u'spiritual-singles', u'id': 88655}, {u'name': u'Manifest Your Soulmate', u'urlkey': u'manifest-your-soulmate', u'id': 128089}]"
Davis Women seeking new women friends,"<p>I started this in 2015 because my last two friends living in California and Davis&nbsp;moved out of town, and I found myself&nbsp;looking for friends not just to do things with, but also to sometimes have serious conversations about topics of import to our country, our world, our families and to our inner selves.&nbsp; </p>
<p>This group is not about specific activities, but about activities as a way to interact with other women.&nbsp; Sometimes this leads to personal friendships outside the group, and sometimes it's just about a get-together with other women.&nbsp; But EVERY meeting so far has been a GREAT TIME.&nbsp;&nbsp; We do have lots of brainiacs, but we have plenty of regular people to keep us balanced.&nbsp; There is a strong contingent of younger women, a good number of women with children in school and number of us are empty nesters.&nbsp; </p>
<p>This should go without saying, but intolerance and back-biting is absolutely unacceptable.&nbsp; If you don't like someone, keep it to yourself.&nbsp; If you don't like an entire group of people, such as Jews or African Americans, then this isn't the right place for you.&nbsp; You don't have to be a Liberal, but you do have to be willing to take each woman as an individual, and not judge her based on her race, religion, etc.&nbsp; </p>
<p>This is group is strictly for women who live in Davis, or who work a regular Davis job with a Davis address.&nbsp; (If you live elsewhere, why not start a group yourself?&nbsp; It's easy!)</p>
<p>All new members are asked to come to a get together within their first three months, plan a get together within their first three months, or contribute toward the cost of maintaining the group, which I personally pay for out of my (very lean) pocket.</p>
<p>We all look forward to meeting you soon!</p>
<p>Best wishes,</p>
<p>Alex</p>
<p> <br></p>
<p> <br></p>","[{u'name': u'New In Town', u'urlkey': u'newintown', u'id': 1273}, {u'name': u""Women's Social"", u'urlkey': u'women', u'id': 10232}, {u'name': u""Girls' Night Out"", u'urlkey': u'girls-night-out', u'id': 16550}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Ladies', u'urlkey': u'ladies', u'id': 18333}, {u'name': u'Professional Women', u'urlkey': u'professional-women', u'id': 26273}, {u'name': u""Women's Networking"", u'urlkey': u'womens-networking', u'id': 43484}, {u'name': u'New in Davis, Ca', u'urlkey': u'new-in-davis-ca', u'id': 50433}, {u'name': u""Women's Support"", u'urlkey': u'womens-support', u'id': 144477}, {u'name': u'Loving Living in Davis California', u'urlkey': u'loving-living-in-davis-california', u'id': 1504481}]"
Mentoring Women in Tech,<p>We aim to help women enter and grow in the tech industry. We'll feature leaders from Silicon Valley to share their growth stories. There will be opportunities to network with professionals in the tech industry. Most importantly we hope to inspire women and help them with professional advice.</p>,"[{u'name': u'Product Design', u'urlkey': u'productdesign', u'id': 2993}, {u'name': u'Social Networking', u'urlkey': u'socialnetwork', u'id': 4422}, {u'name': u'New Technology', u'urlkey': u'newtech', u'id': 9696}, {u'name': u'Women Entrepreneurs', u'urlkey': u'women-entrepreneurs', u'id': 15497}, {u'name': u'Professional Networking', u'urlkey': u'professional-networking', u'id': 15720}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Entrepreneurship', u'urlkey': u'entrepreneurship', u'id': 19882}, {u'name': u'Startup Businesses', u'urlkey': u'startup-businesses', u'id': 21681}, {u'name': u'Professional Women', u'urlkey': u'professional-women', u'id': 26273}, {u'name': u'New Product Development: Software & Tech', u'urlkey': u'new-product-development-software-tech', u'id': 62946}, {u'name': u'Product Management', u'urlkey': u'product-management', u'id': 93740}, {u'name': u'Technology Startups', u'urlkey': u'technology-startups', u'id': 108403}]"
Womens Fairfax Singing Meetup,"Are you a woman with vocal chords? Then this group may be for you! We are dedicated to creating a safe and harmonious atmosphere for vocal exploration and expressSING! From improvisation to 'actual' songs, allow yourself to be IMPERFECT, make MISTAKES, and show up however you want to. Be seen and heard in a loving environment! Shy hidden singers or Broadway professionals welcome :) We facilitate open Womens singing circles as well as closed singing groups. Come SING!","[{u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u""Women's Social"", u'urlkey': u'women', u'id': 10232}, {u'name': u'Music', u'urlkey': u'music', u'id': 15018}, {u'name': u'Singing', u'urlkey': u'singers', u'id': 17301}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Creativity', u'urlkey': u'creative', u'id': 36229}, {u'name': u'Vocal Training', u'urlkey': u'vocal-training', u'id': 38463}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Group Singing', u'urlkey': u'group-singing', u'id': 54268}, {u'name': u'Finding Your Voice', u'urlkey': u'finding-your-voice', u'id': 84851}, {u'name': u'Vocal Improvisation', u'urlkey': u'vocal-improvisation', u'id': 753392}, {u'name': u'Theraputic singing', u'urlkey': u'theraputic-singing', u'id': 1388082}]"
Reclaim Your Voice!,Are you an aspiring singer who wants to share your message with the world but are held back by limiting beliefs? I've been there and its no fun! This is a space dedicated to helping you explore the blocks instead of keep them hidden. Who knows what gems you may uncover?,"[{u'name': u'Musicians', u'urlkey': u'musicians', u'id': 173}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u""Women's Social"", u'urlkey': u'women', u'id': 10232}, {u'name': u'Music', u'urlkey': u'music', u'id': 15018}, {u'name': u'Singing', u'urlkey': u'singers', u'id': 17301}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Support', u'urlkey': u'support', u'id': 19925}, {u'name': u'Inner Wisdom', u'urlkey': u'inner-wisdom', u'id': 21113}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Creativity', u'urlkey': u'creative', u'id': 36229}, {u'name': u'Processing', u'urlkey': u'processing', u'id': 41488}, {u'name': u'Improv', u'urlkey': u'improv', u'id': 53513}, {u'name': u'Group Singing', u'urlkey': u'group-singing', u'id': 54268}]"
Dating the French Way,"<p>This group welcome powerful women and brave men who are willing to be vulnerable and get to know each other in a safe environment. It's for those who want to simply hang out, have a good time, go out for a walk, a drink or go dancing and enjoy a moment among friends. A network support and a dating group for the 40+. A fun group with a French accent. Oh, la la !&nbsp;</p>
<p>Welcoming predominantly women for the girl love power and Gentlemen welcomed because we love them &lt;3</p>
<p>Open to every faith, belief, religion, color, gender, sexual orientation as long as it's based on love and respect.&nbsp;</p>
<p> <br></p>","[{u'name': u'Singles', u'urlkey': u'singles', u'id': 498}, {u'name': u'Divorce Support', u'urlkey': u'divorcesupport', u'id': 1570}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Social Networking', u'urlkey': u'socialnetwork', u'id': 4422}, {u'name': u'Life Transformation', u'urlkey': u'lifetransform', u'id': 8702}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'Women over 40', u'urlkey': u'women-over-40', u'id': 15454}, {u'name': u'Socializing for 40+', u'urlkey': u'socializing-for-40', u'id': 16181}, {u'name': u'Newly Divorced', u'urlkey': u'newly-divorced', u'id': 16687}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Dating and Relationships', u'urlkey': u'dating-and-relationships', u'id': 20246}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Singles Over 40', u'urlkey': u'singles-over-40', u'id': 33722}, {u'name': u'International Friends', u'urlkey': u'international-friends', u'id': 50881}]"
"Women's Sacred Circles Oakland, CA","<p>Women's Sacred Circles Oakland, CA</p>
<p><b>Overview: </b></p>
<p>Women's Sacred Circles in Oakland, CA is a meet-up group that empowers Heart-Centered Women in the Bay Area to Connect with a Supportive Sisterhood, Explore Sacred Feminine and Plant Medicine Ways, and Discover Your True Calling. </p>
<p>Our philosophy is based on the Dalai Lama's statement that ""The world will be saved by the Western Woman."" Now is the time to step up and claim your throne, your place in this sacred circle of sisters.&nbsp;</p>
<p>We gather on the second Saturday of each month in a sacred ceremony to create community and support women who are curious about Deepening your Spirituality, Exploring Sacred Feminine &amp; Plant Medicine, and connecting with a Like-Hearted, Safe and Supportive Sisterhood. Along with monthly opportunities to tune in, get inspired, connect and safely share what's REAL, we have a topic discussion and a mastermind forum for staying connected with the other sisters. There may be occasional guest presenters. TELL US WHAT YOU WANT! We LISTEN &lt;3</p>
<p><b>Our Mission: </b></p>
<p>To empower heart-centered women to take ownership of your future, deepen your spirituality, safely explore Sacred Feminine and Plant Medicine, and build your community of like-hearted sisters.</p>
<p>Our meet-up accomplishes this by giving you powerful tools and practices that will expand your consciousness and awaken your spirituality, tap into your feminine power and wisdom, and offers support throughout your journey with the Sacred Feminine and Plant Medicine Ways.</p>
<p><b>WARNING:</b> This group is for heart-centered women who are really serious about stepping outside your comfort zone so you can live a better life, explore the Sacred Feminine and Plant Medicine ways with respect, and invest in co-creating a safe, supportive sisterhood that will support you through your difficult challenges and celebrate with you through your triumphs.</p>
<p><span>This is a group for heart-centered women who feel like there is MORE TO LIFE than the mundane world has to offer and are ready to explore what truly nourishes YOUR SOUL as a SPIRIT in human skin.</span> <br></p>
<p>If you are a little outside the box, spiritual, sassy, fed up with dogma and ""transformational workshops"" that leave you disappointed, and you're finally ready to step up into your highest calling, this group is for you.</p>
<p>You'll leave each ceremony remembering your true, authentic, and untamed wild woman and know how to keep her alive and strong while you navigate being a Queen, Priestess, Superstar in a world full of ""muggles.""</p>
<p> <br></p>","[{u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Consciousness', u'urlkey': u'consciousness', u'id': 4417}, {u'name': u'Life Transformation', u'urlkey': u'lifetransform', u'id': 8702}, {u'name': u""Women's Social"", u'urlkey': u'women', u'id': 10232}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Plant Medicine', u'urlkey': u'plant-medicine', u'id': 46008}, {u'name': u'Sacred Feminine', u'urlkey': u'sacred-feminine', u'id': 62062}, {u'name': u'Priestesshood', u'urlkey': u'priestesshood', u'id': 130711}, {u'name': u'Goddess Fairies Goddess Circles Divine Feminine', u'urlkey': u'goddess-fairies-goddess-circles-divine-feminine', u'id': 132753}, {u'name': u""Women's Support"", u'urlkey': u'womens-support', u'id': 144477}, {u'name': u'Honouring Indigenous Wisdoms', u'urlkey': u'honouring-indigenous-wisdoms', u'id': 925052}]"
Sacred Sisterhood Circles Oakland,"<p>Sacred Sisterhood Circles Oakland</p>
<p><b>Overview:</b></p>
<p>Sacred Sisterhood Circles Oakland is a meetup group that helps women in the Bay Area to bring more meaning into their life, discover their true purpose, and deepen their connection in all of their relationships. You'll learn how to attract healthy relationships and the sacred feminine principles of success.</p>
<p>Our belief is that every woman deserves to be a part of a safe and supportive sisterhood. And our passion is helping you to connect with your own unique Source of feminine wisdom and strength without religious or even spiritual templates. We empower you to access your higher Self through sacred ceremony and ritual that are based in prayer and deep self-compassion.</p>
<p>We hold ceremony once a month [usually 2nd Saturday in Oakland] to create a safe and supportive community and to help women to feel empowered to live your purpose, enjoy deep and meaningful relationships and thrive in your health and business.&nbsp;</p>
<p><b>Our Mission:</b></p>
<p>To empower women to full awaken their sacred feminine, to live a life of purpose, to attract healthy and vibrant relationships, and to share your gifts with the world.</p>
<p>Our meet-up accomplishes this by giving you powerful experiences that shift old limiting beliefs and expands your consciousness to see what you're truly capable of.</p>
<p><b>WARNING:</b>&nbsp;This group is for women who are really serious about showing up for themselves and their sisters. This group if for women who are willing to DO the work that breaks them out of old stuck patterns that are wearing them out and keeping them from joy, love and LIFE. This group is not for the feint of heart. For those of you who apply to join, make sure you are ready to learn, grow, and invest in yourself by&nbsp;applying the principles of the Sacred Sisterhood.</p>
<p>This is a group for women who feel like they're dying on the inside because their gifts are going to waste or they can't seem to manifest a healthy, loving relationship.</p>
<p>If you are open to NEW experiences, want to connect with other like-hearted sisters and ready to grow in deep and challenging ways, this group is for you.</p>
<p>You'll go away with helpful resources for navigating the unexpected twists and turns life throws your way and connections (real life ones) to help support you through tough times.</p>","[{u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Sisterhood', u'urlkey': u'sisterhood', u'id': 29632}, {u'name': u'Sacred Feminine', u'urlkey': u'sacred-feminine', u'id': 62062}, {u'name': u'Meaning in Life', u'urlkey': u'meaning-in-life', u'id': 78019}, {u'name': u'Improving Relationships', u'urlkey': u'improving-your-relationships', u'id': 84906}, {u'name': u'Discover your Passion and Life Purpose', u'urlkey': u'discover-your-passion-and-life-purpose', u'id': 608602}]"
"Women Entrepreneurs in Bloom~ ElCerrito,CA","<p>Women Entrepreneurs in Bloom is a community of women artists, coaches, healers and creative entrepreneurs who want to get their work out there in a bigger way, while remaining true to their values and becoming profitable. This is a community of soulful women who want to connect more deeply to their feminine power and with other women, so they can continue to take courageous and inspired steps in their life and business. Come join us and get ready to Bloom Into You!</p> 
<p>There is a quiz you can take which determines Your Unique Sacred Money Archetype (this is the way you relate to money). It's a powerful tool I use with clients to support you in empowering your money conversation. Here is a link to take the quiz---&gt; <a href=""http://bloomintoyou.com/takequiz/"" class=""linkified"">http://bloomintoyou.com/takequiz/</a> &lt;br&gt;</p> 
<p>I look forward to seeing you at our monthly Business Women in Bloom events! Please feel free to share with the women in your life. Look for us on Facebook.</p> 
<p><a href=""https://www.facebook.com/BloomIntoYou"">https://www.facebook.com/BloomIntoYou</a></p> 
<p>Please RSVP space is limited.</p> 
<p>Kadidja Yansane is a Business Coach who works with clients to own their value, charge their worth and get paid to do what they love through private coaching, classes and women's circles. Schedule your one-on-one complimentary 60 minute Discovery Session (valued at $400) with me by going to <a href=""http://bloomintoyou.com/now/"" class=""linkified"">http://bloomintoyou.com/now/</a></p> 
<p>Call, text or email me if you have any questions. &lt;br&gt;</p> 
<p>Kadidja at (310) 924-0687 &lt;br&gt;</p> 
<p>email kadidja@bloomintoyou.com</p> 
<p><a href=""http://www.bloomintoyou.com"">http://www.bloomintoyou.com</a> &lt;br&gt;</p>","[{u'name': u'Law of Attraction', u'urlkey': u'lawofattraction', u'id': 3382}, {u'name': u""Women's Social"", u'urlkey': u'women', u'id': 10232}, {u'name': u'Women Entrepreneurs', u'urlkey': u'women-entrepreneurs', u'id': 15497}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u'Business Strategy', u'urlkey': u'business-strategy', u'id': 17635}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u""Women's Business Networking"", u'urlkey': u'womens-business-networking', u'id': 21283}, {u'name': u'Women Small Business Owners', u'urlkey': u'women-small-business-owners', u'id': 23633}, {u'name': u'Professional Women', u'urlkey': u'professional-women', u'id': 26273}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'San Francisco East Bay', u'urlkey': u'san-francisco-east-bay', u'id': 36548}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Female Entrepreneurs', u'urlkey': u'female-entrepreneurs', u'id': 41905}, {u'name': u""Women's Support"", u'urlkey': u'womens-support', u'id': 144477}, {u'name': u'Spiritual Women', u'urlkey': u'spiritual-women', u'id': 167935}]"
Sisters of the Southbay (SoS),<p>Group for Sister Queens of all ethnic background to come together for fun and sisterhood. &nbsp;We are women that need to start building a future and breaking down walls.&nbsp;</p>,"[{u'name': u'New In Town', u'urlkey': u'newintown', u'id': 1273}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Desis', u'urlkey': u'desis', u'id': 15261}, {u'name': u'Women of Color', u'urlkey': u'women-of-color', u'id': 16261}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Black Women', u'urlkey': u'black-women', u'id': 18634}, {u'name': u'Indian Culture', u'urlkey': u'indian-culture', u'id': 27904}, {u'name': u'African American Women', u'urlkey': u'african-american-women', u'id': 27978}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Sisterhood', u'urlkey': u'sisterhood', u'id': 29632}, {u'name': u'African Americans', u'urlkey': u'african-american', u'id': 35203}, {u'name': u'Asian Women', u'urlkey': u'asian-women', u'id': 54399}, {u'name': u'South Asians', u'urlkey': u'south-asians', u'id': 59847}, {u'name': u'Latino Culture', u'urlkey': u'latino-culture', u'id': 74736}, {u'name': u'Africans', u'urlkey': u'africans', u'id': 140632}]"
Successful Women of Central Valley Networking Mixers,"<p>We are a group of local women dedicated to empowering, inspiring, networking, supporting and assisting women in the Central Valley. We believe in and support the ""Whole Woman"" recognizing that there are many facets of our lives and many levels to connect with other women in our community. Our desire is to create a welcoming environment where we can all realize our goals personally, professionally, and socially in our community.</p>
<p><a href=""http://www.SWCV.org"">www.SWCV.org</a> </p>","[{u'name': u'Network Marketing', u'urlkey': u'networkmarket', u'id': 2532}, {u'name': u'Professional Networking', u'urlkey': u'professional-networking', u'id': 15720}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Professional Women', u'urlkey': u'professional-women', u'id': 26273}, {u'name': u'Female Entrepreneurs', u'urlkey': u'female-entrepreneurs', u'id': 41905}, {u'name': u""Women's Networking"", u'urlkey': u'womens-networking', u'id': 43484}, {u'name': u'Women Mentoring Women', u'urlkey': u'women-mentoring-women', u'id': 118103}, {u'name': u""Women's Support"", u'urlkey': u'womens-support', u'id': 144477}]"
"SF Conscious Women's Group ( in their 20's, 30's, & 40's)","<p>This is a group for Women of the San Francisco Bay Area to join together, connect, support one another, have fun, learn and create a community of like-minded soul sisters. &nbsp; This group is meant to bring together women of like mindedness and soul so that we can connect, bond and share our passions and internal worlds with each other with love, acceptance, and gratitude. We'll meet at least once a month to do fun activities like hike, go to the beach, have picnics, take classes and play! Let's create a community of conscious, spiritual, holistic, healthy women to meet one another, make connections, share, learn and grow together! Life is better when you have a strong female support and presence in your life. Can't wait to meet all of you wonderful loving women! This group is for young women in their 20's, 30's and 40's.&nbsp;</p>","[{u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Law of Attraction', u'urlkey': u'lawofattraction', u'id': 3382}, {u'name': u'Consciousness', u'urlkey': u'consciousness', u'id': 4417}, {u'name': u'Whole Food Nutrition', u'urlkey': u'wholefood', u'id': 5951}, {u'name': u'Life Transformation', u'urlkey': u'lifetransform', u'id': 8702}, {u'name': u""Women's Social"", u'urlkey': u'women', u'id': 10232}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Energy Healing', u'urlkey': u'energy-healing', u'id': 15738}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u""Women's Support"", u'urlkey': u'womens-support', u'id': 144477}]"
Woven: Marin Women Connecting Meetup,"<p>If you crave the company of other women... if you want meaningful connection and support... if you seek a more balanced, purposeful, joyful and healthy life... if you get excited by the idea of laughter and a good time with like-minded women... if you get goosebumps by the concept of creating positive change in the world -- than join us! We want to create a local community of women to share wisdom, stories and support.</p>","[{u'name': u'Moms', u'urlkey': u'moms', u'id': 407}, {u'name': u'Stay-at-Home Moms', u'urlkey': u'sahm', u'id': 1348}, {u'name': u'Book Club', u'urlkey': u'bookclub', u'id': 2767}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u""Women's Social"", u'urlkey': u'women', u'id': 10232}, {u'name': u'Working Moms', u'urlkey': u'workingmoms', u'id': 10555}, {u'name': u'Fun Times', u'urlkey': u'fun-times', u'id': 15117}, {u'name': u'Girls having fun', u'urlkey': u'girls-having-fun', u'id': 15413}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u""Girls' Night Out"", u'urlkey': u'girls-night-out', u'id': 16550}, {u'name': u""Women's Empowerment"", u'urlkey': u'womens-empowerment', u'id': 17933}, {u'name': u'Professional Women', u'urlkey': u'professional-women', u'id': 26273}, {u'name': u'Female Entrepreneurs', u'urlkey': u'female-entrepreneurs', u'id': 41905}, {u'name': u""Women's Support"", u'urlkey': u'womens-support', u'id': 144477}]"
