name,class,description
Roseville ReCreate Meetup,0,"Calling all crafters!!!! We are a non profit, creative resource/art center with an attached warehouse of donated items galore. People come in to make art together, shop our craft/thrift store, volunteer to make art kits for our school programs and take classes or experience a birthday party here. We are one of Roseville's hidden gems!"
Sacramento Environmental Wellness Club,0,"ENVIRONMENTAL WELLNESS Environmental wellness is a state of good health for yourself and the Earth, which you actively pursue as part of your everyday life. A good place to start is learning how your daily habits affect the environment. For example, eating a plant-based diet, recycling, conserving energy, spending time outdoors, and/or volunteering with environmental organizations are ways to increase your environmental wellness.
WHAT SEWC WILL DO Typical activities will include identifying needs of partner organizations and finding ways to help, publicizing and attending existing relevant events, and planning and implementing new events (educational speakers, creative projects, and field trips).  ~ CLUB PARTNERS could include: the Environmental Council of Sacramento, the Citizens Climate Lobby, the California Native Plant Society, the Sacramento Valley Conservancy, etc.  ~ EXISTING RELEVANT EVENTS could include: nursery volunteer days, Sacramento Tree Foundation planting events, hiking meetups, UCD Outdoor Adventures, etc.  ~ EDUCATIONAL SPEAKERS could include: discussions of wildlife conservation, habitat restoration, sustainability, environmental education, advocacy, zero waste, farm to fork, composting, gardening, native plants, biking, cohousing, etc.  ~ CREATIVE PROJECTS could include: art using recycled materials, documentary filmmaking, website development, and other activities that connect creativity to the environmental cause.  ~ FIELD TRIPS could include: local vegan/vegetarian restaurants, movie nights, the Yisrael Family Urban Farm, Soil Born Farms/Elderberry Farms native plant nursery, Effie Yeaw Nature Center, UCD arboretum/student farm/project compost, Fair Oaks Ecohousing, American River Water Education Center, Sly Park Environmental Education Center.
WHO SHOULD JOIN People with interest and/or experience in the above-mentioned topic areas and who are interested in networking with like-minded individuals should join. Members who join will learn more, challenge their skills, and have fun."
SoulTech Connect,0,"SoulTech Connect hosts events within Silicon Valley as a platform for sharing information on how to make meaningful change that starts from within. Creating impact begins with cultivating mindfulness of our daily habits, using technology and sustainable protocols to transform our modern lifestyle. Focuses include: Food & Nutrition, Conscious Tech, Health & Wellness and New Paradigm Living.  **** Stay tuned for our next event, date will be posted soon. ****
If you would like to stay updated with our community via Facebook, check us out at: "
Doomsday Preppers,0,"This is a meeting place for like minded people who believe it is possible that events may unfold in the near future which will make life as we know it difficult. We will explore every aspect of surviving such an event including the spiritual. Anyone using this forum to promote their business or solicit will not be allowed to return.
There is an annual membership fee of $5 which will be waived for veterans and the disabled. I can also waive fees indefinitely for people who share this link or advertise this group. Just send me a screen shot.
 
Please be advised there is a simple code of conduct:
No harassment 
No solicitation
No bullying
 
Any violation results in immediate expulsion. I seek to preserve the rights of members to feel safe and free."
South Bay Technology Visionaries,0,"What will your technology area look like 5 years from now? 10 years from now? The vast majority of technology and market predictions are based on extrapolation from current trends. But think about it: how often do those predictions come true? Just look at movies and TV shows from 50, 30, even 10 years ago; how many of them predicted today's world accurately? And why did they fail? Because they didn't (couldn't, wouldn't) consider the main source of technological progress: the disruptive event. Think Internet. Think iPhone. In this group we try to build a vision of the future of technology that accounts for disruptive events (well, at least some of them)."
Arts & Technology Network Meetup,0,This group cross-pollinates highly creative people from multiple disciplines ... developing discussions and events to promote building a healthier and more sustainable community (locally & globally).
SF Electric Skateboarders,0,"SF Electric Skateboarders invites all who are interested in electric skateboarding. These boards are transforming the way we ride and navigate our lives. This Meetup will help facilitate community and connection between electric skateboarders. Let's get together for groups rides, demo boards, talk industry, and more!"
I/O Labs,0,"Connecting, Educating, Growing, and Funding Entrepreneurs & Startups."
Woodland Education & Technology Meetup,0,"The Woodland Technology Alliance (WTA) exists to build and support a technology community in Woodland, California. We accept anyone who wants to participate, observe or contribute to the future and present technology environment in our community. Whether you are an employer, educator, seeking help with a tech startup or simply interested in learning about the technology endeavors here in Woodland, we encourage you to join us!"
SAE - Innovations in Mobility,0,"A monthly meetup sponsored by SAE International (sae.org) to promote the accelerated advancement and development of next generation vehicles and their supporting technologies and infrastructure. Topics include everything related to 21st century MOBILITY, including: V2V communications, autonomous vehicles, lightweight materials, sensors, cybersecurity, supply chain integrity, propulsion systems, transportation planning, testing and simulation, etc. Each month, SAE sponsors a guest speaker (along with food and refreshments) with the goal of bridging ideas and gaps between East and West, between the Americas, Europe and Asia, and between Detroit and Silicon Valley. SAE has supported the advancement of engineering for over 100 years. We look forward to helping the innovators who will define the vision for the next 100 years."
Sunnyvale Tesla Automobiles Meetup,0,"Anyone who is a current Tesla owner, expected owner or just loves what Tesla is all about can join. Let's share our experiences with our Model S, X and 3 Teslas with like minded Tesla owners as well as those thinking of joining the Tesla team."
Natural Remedies and Nutritional Healing,0,"This is a group for anyone interested in staying healthy, getting healthy, and healing from illness or disease by using natural methods and nutrition such eating Raw and Vegan (whole plant foods), and by Juicing and drinking Smoothies, I am starting this group because so many of my friends and family members have had serious diseases like cancer and pre or type 2 diabetes. I would like to learn what others know and I would like to share what I have learned about healthy nutrition and natural remedies."
SV Home Remodeling Meetup,0,"For homeowners thinking about starting a renovation project - you can find your remodeling mentor. And for homeowners who have a remodeling experience they want to share - become a remodeling mentor. How to start a remodel? How to navigate building codes and permits? How to find a good contractor? And ultimately, how to get from a newbie remodeling level to PRO without making newbie's mistakes on your first remodel. Looking forward to exploring remodeling options together. We do not care about the budget of your remodel, we do care about the remodeling process and its result to be enjoyed. Meetup topics will be guided by members interests and priorities. Monthly or as needed by members."
SF Bay Area Packers Fans,0,"Watch the Green Bay Packers with other Cheeseheads! We are an open group dedicated to gathering at Packers Bars across the Bay Area (San Francisco, Oakland, San Jose, etc.). New to town, or visiting on vacation, we'll let you know what bars and pubs are dedicated to the Green and Gold!"
San Francisco & Bay Area Green Bay Packers Meetup,0,"This is a meetup group for all Green Bay Packer fans living in the Bay Area (San Francisco, Oakland/East Bay, North Bay, Peninsula & San Jose). Each game day (Sunday, Monday, Thursday and naturally the playoffs) we'll meet at The HA-RA Club (875 Geary St, San Francisco) to cheer on the Green Bay Packers.  GO PACK GO!
Be sure to like our Facebook meetup page too! 
If you're passionate and enthusiastic about the Packers and want to help grow this Meetup to be the number one location for Packers fans in the Bay Area please let us know. We're looking for organizers to help build this into one of the largest and well known Packer groups in the country. "
ForageCoCo,0,"Hi! I am starting this group in the hopes of finding some fellow foragers and urban gleaners to go on some outings with out here in Contra Costa and in the East Bay. 
 
We will forage for wild edibles fruits and vegetables, fungi, and wild herbs and greens.  We will research and plan outings for foraging in public lands and parks, untended residential lots, and whatever other fruit we can gain access to without violating good etiquette and ethics. 


 Note: Due to the logistics and such of organizing events, if you have you status as coming and you do not show, it makes thing very difficult for the organizer. If this happens three times you will be removed from the group. You'll be able to join again, but please try to show when your status indicates you will.

 

"
Citrus Heights Gardening Meetup,0,"This meetup is for those who like to learn new things, share tips, exchange plants and have fun getting dirty in the garden! No experience required!"
blank group,0,"group merged with other group I run that has five hundred members, please join there for future events

"
Reproductive Eco Wellness,0,"This is great space for people looking to get healthy, considering or in the midst of procreation, trying to integrate more sustainability into their life, or just plain curious about any of the above. We're looking at the BIG frame of human reproduction - how we (re)create our bodies, our fuller selves, communities, cultures, and new life, within a spiritual and ecological context. We are getting inspired to apply and practice intentional reproduction of all kinds in our own lives. The human body and its energy are miraculous, multilayered systems, and to enter the process of reproduction with this consciousnesss - whether that is healing at a cellular level, evolving our physical lifestyle, healing our lineage, or preparing for pregnancy and parenting - means taking a holistic, systemic approach to wellness. What we eat, what we consume, what we think and feel towards our own bodies, and how we navigate existing choices along the spectrum of reproduction - all of this plays into the ecology of reproductive wellness. It takes a village - and a planet - to BE fully human! This is a space to learn and share about different tools and processes that can inform an integrated, Earth-conscious, joyful life with reverence for the human body, mind, heart and spirit and wider circle of life. Focus will be on honoring our unique paths to nutritional agency, consumer impact/footprint, reproductive choice and education in birth and beyond, healing our families and communities through individual responsibility, holistic approaches to modern health obstacles, and connecting to #JuicyEarth. All folks of all reproductive capacities, interests and experiences welcome. "
"Body, Mind, Spirit, Earth San Rafael, CA",0,"BODY, MIND, SPIRIT, EARTH. (BMSE) We are a fun & growing community of friends. BODY: We aim to live healthy lifestyles, and members are interested in yoga, hiking, reiki, massage & alternative wellness. MIND: We aim to be non judgmental, liberal, and seek to develop mindfulness through meditation. We value diversity and equality, positive attitudes and strive for inner peace SPIRIT: We are open and supportive, and share trust, respect, care and love, (non sexual), with our community of friends. Spirituality is a part of our lives and relationships are very important to us. EARTH: We support permaculture, living naturally & organically in an environmentally friendly, sustainable manner and aim to make a positive contribution to the earth. We meet monthly for breakfast, to share BMSE learnings and discuss related ideas. We hold yoga, hiking, group meditation and other events. We also meet up for coffee, lunches, dinners, visits to Spirit Rock, Green Gulch, Harbin and various BMSE related events. We are open to welcome others in the Bay Area, who share our values.
Out beyond ideas of wrongdoing and rightdoing,  there is a field. I'll meet you there.   When the soul lies down in that grass,  the world is too full to talk about.  Ideas, language, even the phrase each other  doesn't make any sense.   From Essential Rumi  by Coleman Barks
***
There is a way between voice and presence  where information flows.  In disciplined silence it opens.  With wandering talk it closes.   From Rumi  by Coleman Barks
***
The breeze at dawn has secrets to tell you.  Don't go back to sleep.   You must ask for what you really want.  Don't go back to sleep.   People are going back and forth across the doorsill  where the two worlds touch.   The door is round and open.  Don't go back to sleep.   From Essential Rumi  by Coleman Barks"
Berkeley/Oakland Vegan Meetup,0,"Come meet others interested in plant-based dining. People with any diet are welcome, but all food ordered must be vegan.  
Come to a potluck, dinner, brunch or happy hour and discuss health, plant based foods, restaurants, movies, etc. Meet like minded people, and try out new restaurants and/or recipes. We meet mostly in North Alameda County; think Berkeley, Oakland, Alameda, etc. 

Looking to host an event? We're always looking for volunteers to host potlucks, etc. Only active members who are interested in hosting meetups which are free/donation based will be considered (IE: No speed-dating, etc.). If you're interested in hosting, please say hello to an organizer at our next event. 
 
Only official sponsors will be advertised, but anyone is welcome to post to our discussion boards! If you have a business and would like to be a sponsor, please contact the organizer directly, and do not solicit individual members. We don't do no-host events, but you are welcome to list events on our discussion boards at any time. Thanks! 
 All hosts are volunteers. They are here to enjoy the event as much as you are! 
Some events may cost $1 or $2 for host and meetup expenses, including yearly organizer dues. While most events are free, donations are happily accepted! 
Come eat delicious food, share your passions, and meet new people. And you don't have to do dishes! What's not to like? See you soon."
"Movies, theater, plays and more . . .",0,"Meeting new friends and seeing films is what we do best. We are a social group that enjoys a variety of movies from drama to romance to foreign films to independent films. Great conversations and stimulating discussions are always an essential part of our Meetups so we often grab coffee, dinner and/or drinks together. This is your opportunity to make new friends and see great films. Please join us for good times filled with laughter, stories and amazing company."
Digital Homesteading,0,"Let's use technology to live 'bright green' lives! This group is for sharing tools to live more sustainably, including but not limited to: -growing more food on less land through permaculture design -using low-cost electronics to automate your garden -building 'shared ownership' systems to pool resources All skill levels are welcome; just be ready to learn and share!"
Benicia Makerspace,0,"Benicia Makerspace is a place where people come together to collaborate, invent, prototype and test new ideas using state of the art equipment. Our space is like a community shop where individuals and entrepreneurs can come together to make things, use shared equipment, learn new skills, and incubate new business ideas. Areas of interest include, but are not limited to, 3D printing, electric vehicles, alternative energy, robotics, arduino, and raspberry pi. The Meet-Up is open to experienced makers as well as people who are interested and want to learn."
Silicon Valley Progressive Faith Community,0,"We are a new progressive church gathering in the San Jose area of Northern California. We are progressive Christians, agnostics, spiritual independents and other people of conscience, who want to live with purpose and joy in a community rooted in love. We are an emerging congregation actively engaged in personal and social transformation.  We are in covenant with the United Church of Christ through the Santa Clara Association of the Northern California Nevada Conference. We gather at the First Christian Church of San Jose at 80 S. 5th Street downtown San Jose. 

"
Civic Love: Shaping a Responsible Future for the Bay Area,0,"We believe that neighbors have a lot to learn from each other.

We believe that change is inevitable, and that change should be made responsibly.
We believe in constructive dialogue, and in creating a safe and healthy environment in which to explore differences.
We believe that where one falls on the axis between Hope and Fear is more important than between Right and Left."
Novato Cohousing Now Meetup,0,"Cohousing in Marin is long overdue. Novato Cohousing Now is seeking to expand our core group, and attract committed future neighbors to build an intergenerational community. We are well into a feasibility study, and our architect and development team are in negotiations on a very exciting site in northern Marin. Lets make this happen, together.
Be sure to sign up for our mailing list to receive the latest updates on this project. "
Silicon Valley Vegan Food Entrepreneurs,0,"Plant-based foods are our future. Silicon Valley is full of innovation and entrepreneurs. We can and should lead the way in food, a market just as big and vital as technology. Whether you're interested in starting a home-based bakery, selling delicious treats at farmer's markets, scaling up a plant-based product for Whole Foods, or just interested in the latest vegan food trends, we all have something to learn from each other. Let's get together every month to share our experiences, offer our talents, and eat wonderful meals together in a supportive, communal space."
"Ag Tech-The Integration of tech, investment, & agriculture",0,"This group to brings the technology, investment, and agricultural worlds together through the rapidly growing ag tech industry while working to provide real life solutions for a more fruitful future. Start-ups and the tech world have amazing ideas and concepts, and investors want to help bring those to the market, but often times they do not have the integration or in-field experience necessary to produce market viable solutions or implementation. We all will work together to discuss and discover products at any stage of the development phase from concept to final product marketing and implementation. "
Optimum Performance Wellness,0,"Meet people interested in optimum performance, outdoors, plant nutrition and community!  
"
SF & Bay Area Zeitgeist movement social consciousness group,0,"At this point the purpose of this group is to gain and grow members of fellow people who see the world for what it really is and the true root cause for all of the perilous issues we face. I saw Zeitgeist Moving Forward a year ago and in that finally found something that illustrated so masterfually everything I had always thought, the documentary was mind blowing and life changing. Thank you Netflix for adding this to your library for the public to see!
 There seems to be no real forums to actually talk to other like minded people even online, which is frustrating. Most of us know the masses are not open minded enough to even realize why they have the beliefs they have. so really I  can count on my hand the number of people I know who have agree with a resource based economy, I find it harder and harder to relate to the indoctrinated masses.
So it would be really nice to see if we can get some people to join, and who are up for chatting.   And hopefully get to a point to where we can have some regular in person meetups.... And maybe attend next year's Z-Day. 
Would love for you to join, and open to any and all suggestions.
Thanks,
Stuart"
The Treasure Island Sailing Center,0,"The Treasure Island Sailing Center provides affordable access to sailing and water sports to all Youth, Adults, and Families. Since 1999, TISC has served over 10,000 youth and adults as a non-profit business and a US Sailing Certified Community Sailing Center."
Climate Change + Tech,0,"
Networking and talks to stimulate ideas and intersections on climate change. Trade ideas, swap projects, meet mentors and advisors, and even show off demos. 
Entrepreneurs, developers, scientists, sociologists, and investors curious about climate change: We do mashups with climate change + virtual reality, biotech, artificial intelligence, robotics, and other cutting edge tech. If you're an entrepreneur or programmer then you know how much fun it is to show off your projects and see other's progress. Meet others like you and take your inspiration to the next level. 
Help us organize events that you want by filling out the <2 minute survey: 
"
Santa Cruz Mountains Goddess Gathering and Clothing Exchange,0,"Hey Mountain Mamas! Do you have clothing, shoes, and accessories in good condition that you no longer love, but would be perfect for another Goddess? Would you like to take a look at what other women have that no longer suits them, but might be perfect for you? 
"
Bikepool San Jose,0,"Silicon Valley Bicycle Coalition (SVBC) is a nonprofit bicycle advocacy group whose mission is to create a healthy community, environment, and economy through bicycling for people who live, work, or play in San Mateo and Santa Clara Counties."
DIY Your Life: Orangevale,0,"Homesteading, making, re-learning traditional skills, and meeting other life hackers. Join the party!"
Democratic Club of Sunnyvale,0,"The Democratic Club of Sunnyvale seeks to be an active and welcoming group that promotes progressive, Democratic values and positions. We provide a welcoming group for those in the Sunnyvale, CA, area to meet and promote Democratic causes. Join us to meet other people in this major Silicon Valley city where you can make the most use of your Democratic ideas and energy! Check out our website at ."
Castro Rotary Club,0,"Join a fun group of community leaders who get together to form friendships, exchange ideas, and take action to ""Make A Difference"" in our community and the world. Rotary members around the world are creating awareness and taking action on the world's most challenging problems to make a difference. We accomplish this through fellowship, support of high ethical practices and promoting goodwill through ""Service Above Self"" (our motto) Be part of the World's oldest and largest Service Club doing good for others in your own community. Build international relations with other Rotarians in over 200 countries and help us End Polio NOW through Rotary International in conjunction with the WHO, CDC, Unicef & the Bill & Melinda Gate Foundation. Come join us for a meeting at the Sausage Factory!"
Folsom Vegan Advocacy Society,0,"Veggie curious, long-time vegan or in-between, this is a meetup for vegan education, support and advocacy. Dine-out, potlucks, movies, speakers, meetings, awareness events, and more fit under this umbrella. What are you up to? Let's get together and explore how plant-based eating effects our health, animals, and world sustainability, and how we can best bring-about social transformation."
Business for Impact,0,"Business for Impact is a panel series inspired by Conscious Capitalism where businesses can drive the bottom line by doing good. We bring together industry experts to examine how businesses can operate more sustainably and make positive social and environmental impacts via technology, design, and education.
"
"Bay Area Spring Water, Wild Food, and Vitality Meetup Group",0,"Watch our intro video: 
The greater San Francisco Bay Area has many drinking springs: some flowing and accessible, many hidden and abandoned. Our community seeks to hydrate with these wild healing waters, learn about foraging wild edibles, and motivate each other to live lives rich in passion and vitality.
Join us so that you can enjoy: amazing wilderness adventure, spring water hikes, wild food walks, vitality food demos, cold spring restorations, hot spring pilgrimages, superfood party celebrations, organic potlucks, sustainable farm tours, and expert workshops! All welcome!"
"WORK Petaluma - coworking, business classes, and more!",0,"Conveniently located in the heart of downtown Petaluma, www.workpetaluma.com
Love our classes and want to support our efforts? Check out our "
Spanish Fun!,0,"This is a group for anyone who wants to practice Spanish and learn about the Spanish culture while meeting native Spanish instructors from IDESLI. We organize Spanish Movie Nights (with subtitles), potlucks, radio shows, events and field trips. Our goal is  to create a community that enjoys the Spanish fun! www.idesli.com"
San Francisco Bay Area Social Impact Meetup,0,"If you want to make a bigger impact in the world, this meetup is for you. This meetup is hosted by Dr. Sheila Bliss Duffy, an individual dedicated to building the capacity of people to make social impacts as volunteers, in their careers and as investors.  This meetup offers activities that connect members to their values and passions and equip them to use their time, talents and treasure to make the impacts they want to make in the world.  Events range from activities that build members' skills and knowledge to service opportunities that provide members with the opportunity to put their skills to use and also to gain a deeper understanding of the issues that concern them. The goal of this meetup is to create a community of change agents who are dedicated to, and capable of, taking effective action to address pressing challenges.  "
"Berryessa Art and Wine Festival (San Jose, CA)",0,"This Festival is about coming together as a community to have a fun day. Lots of activities for grownups and children. We will have food, wine & beer for grownups and jumpers for children, Earthquake soccer team representatives, and other activities. Music from the schools. Artist will be selling their one of a kind jewelry or painting and other things. Businesses showcasing the services they provide from Insurance to Dental Services and many others services that we all need. This Festival is to help raise funds for the Berryessa Union School District in support of the student programs. In the last 2 years, we have been able to sponsor 19 different programs with over $31,000.00 in donations toward those 19 programs, we want to make a difference in the lives of the students by giving them a better learning experience and education.
If you would like to be part of our festival? Contact me for details."
Collaborate for Impact,0,"Our group will discuss ways that we can create value for the community by coming together to create. 
Sky is the limit with the projects that we undertake thanks to tools like Kickstarter, but the scope should be limited to efforts that bring something positive to the world.
Most of our sessions will consist of plain paper, pen, whiteboard, and whatever electronics you bring. 
This is a group that is open to all creatives."
The San Mateo Organic Beef Group,0,"Simply put, we love beef and support the overall health of our  environment, but had yet to see a group that combined both areas into  one group.  Since the creator of the group lives in the Peninsula, she  decided to create The San Mateo Organic Beef Meetup Group for those of  us who want to continue being beef enthusiasts in a way that is more  supportive of the environment. Do you thoroughly enjoy the  consumption of beef and want to support the local sustainable  agriculture movement? Then this group might be for you! Please read on  and find out....Given our enjoyment of beef and desire to  support the sustainable agriculture movement, we are on a quest to  discover, learn about, and of course savor, these beef being produced  locally in more environmentally responsible environments. That means we  have the opportunity to meet our local farmers and ranchers who are  implementing these natural and organic processes to the extent they are  able. The 'artisan' part, for me, means these folks are producing  product in a traditional manner which can be done in smaller or larger  scale.....but always, with traditional methodologies which respect the  environment and the animals.We realize the process of creating a  purely natural or organic growing and/or processing environment is  costly, a long process and challenging on many levels. There are many  ranchers and farmers who are doing what they can to gradually convert to  an environmentally sustainable model. This group is about inclusion and  tolerance, so we strive to learn about and support those farmers' and  ranchers' efforts and products as they continue to make the effort to  this.If you like what you read, please join us and tell everyone you believe might enjoy learning we exist, as well!Join us on this journey!"
In Season: Local Organic SF Eats,0,"We're passionate about eating sustainably without sacrificing flavors. That means sourcing local ingredients through foraging, fishing, and purchasing from farmers and markets in the city. Join us and SF's best chefs in discovering how local ingredients can transformed into one-of-a-kind culinary experiences."
Silicon Valley Automotive Open Source,0,"Northern California has emerged as a hotbed for automotive activity: enthusiasts and practitioners, hobbyists and seasoned industry veterans from both near and far, with all levels of experience, are invited to collaborate on the future of vehicles, transportation, and mobility, and to reflect on the societal and infrastructure implications of  intelligent transportation systems. All subjects are of interest: autonomy and self-driving vehicles, safety, fuel-efficiency, innovative enabling applications, vehicle-to-vehicle (V2V), vehicle-to-infrastructure (V2I), connected car, CANBus, OBD2, in-vehicle infotainment (IVI) along with all sorts of vehicles and vehicle aggregates: fleet vehicles, trucks, farming equipment, heavy machinery, marine and aviation applications. Although open source is in our Meetup name anyone involved in business, policy or regulatory aspects of transportation are heartily invited too. Regardless of which community you belong to (OEM, Tier 1, car company, engineer, car hobbyist, IP attorney...) -- please join!"
"School, SPAB, Youth Bus Drivers",0,"Our Meetup will help drivers connect so that there is a common group to support them and understand various groups and opportunities that are available to them. In addition, we have connections to training programs and positions so let me know if you just need a change or looking for something better.
The better part of our group is where we can get together and have a good time."
Slow Food South Bay,0," 
 
Members and friends in Santa Clara and San Mateo counties (California) seek to advocate, educate and celebrate our abundant local resources providing quality, healthy food for all community members in a sustainable and fair way. We are working to link fresh, local and healthy food providers with distributors and consumers in the Bay Area foodshed.
See our Web Page at www.slowfoodsouthbay.org
Find us on Facebook at "
We are developing a tiny home village btwn Santa Cruz & SJ,0,"Are you wondering about tiny home living? Have you shopped for a tiny home but given up because there is nowhere to put it? Are you currently shopping for a tiny home? This group brings together tiny home owners, want-to-be owners, tiny home builders, village developers, and others who are curious. Let's meet, learn about these homes and see how we can build an alternative to giant, expensive homes. One goal is building a sustainable village between Santa Cruz and San Jose. Another goal is bringing together like-minded people to share ideas.
follow us on facebook.com/wishomes"
Bay Area Conscious Organizations Network (BACO Network),0,"This is a group for leaders in for-profit business and non-profit organizations interested in creating their culture to empower leadership, to encourage continual personal growth, and to build internal structures for sustainability. We started this group because there are so many new and evolving approaches in thinking and implementation that each organization must evaluate as they continually shape their culture. We aim to help each other learn how to respond to changing needs while strengthening the core of your organization. All leadership levels are welcome."
South Bay Tech4Good,0,"NetSquared gathers together nonprofits and activists, tech leaders and funders, and everyone who's interested in using technology for social change.
NONPROFIT STAFF will find a friendly, welcoming atmosphere for those who aren't experienced with technology, and many chances to ask questions of tech-experienced nonprofits and experts.
TECHNOLOGISTS AND CONSULTANTS will find opportunities to put your expertise to social good, as well as the potential for lasting relationships (be they paid or volunteer) with leading organizations in your community.
Learn more about NetSquared and find your closest group at "
Bay Area Airbnb Host Meetup,0,"A place for hosts to support one another, rant, rave, and rejoice about the perils and pleasures of hosting short term strangers in our homes. We seek meaningful connections and learnings with other short term rental hosts
Are you a cohost? Or a host looking for help with your Airbnb?
Please send me an email if would like to be introduced in our monthly newsletter. 
Facebook Join our group! "
