name,description,topics
Overcoming Depression with Buddhism,<p>Chant to elevate life condition out of depression to higher life condition</p>,"[{u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Healing Depression and Anxiety', u'urlkey': u'healing-depression-and-anxiety', u'id': 48132}, {u'name': u'Overcoming Depression', u'urlkey': u'overcoming-depression', u'id': 116438}]"
Depression/Bipolar Support Alliance (DBSA San Jose),"<p><span>Find comfort and direction in a confidential and supportive setting, and where you can make a difference in the lives of others. &nbsp;DBSA San Jose support groups are volunteer run and provide self-help for those living with Mood Disorders (Depression &amp; Bipolar Disorder) through facilitated meetings. Our support groups are not group therapy, however, we do have local professional advisers.</span> <br></p>
<p>NOTE:&nbsp; Please ignore the number of participants shown here for each meeting.&nbsp; We advertise these meetings on several sites and through out mailing list.&nbsp; Generally, you can expect about 12-20 people in our regular meetings.</p>
<p> <br> <br></p>","[{u'name': u'Bipolar Disorder', u'urlkey': u'bipolar', u'id': 892}, {u'name': u'Depression', u'urlkey': u'depression', u'id': 1079}, {u'name': u'Psychiatric Disorders', u'urlkey': u'mentalill', u'id': 6619}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Manic depression', u'urlkey': u'manic-depression', u'id': 29531}, {u'name': u'Anxiety, Depression and Panic', u'urlkey': u'anxiety-depression-and-panic', u'id': 41951}, {u'name': u'Anxiety', u'urlkey': u'anxiety-support', u'id': 48057}, {u'name': u'Healing Depression and Anxiety', u'urlkey': u'healing-depression-and-anxiety', u'id': 48132}, {u'name': u'Mental Illness Awareness', u'urlkey': u'mental-illness-awareness', u'id': 55711}, {u'name': u'Bipolar and Depression', u'urlkey': u'bipolar-and-depression', u'id': 60508}, {u'name': u'Mental Health Support', u'urlkey': u'mental-health-support', u'id': 69470}, {u'name': u'Depression  Support Group', u'urlkey': u'depression-support-group', u'id': 73619}, {u'name': u'Depression Support', u'urlkey': u'depression-support', u'id': 85140}, {u'name': u'Bipolar Support Group', u'urlkey': u'bipolar-support-group', u'id': 115297}, {u'name': u'Overcoming Depression', u'urlkey': u'overcoming-depression', u'id': 116438}]"
GAPS: Gut and Psychology Syndrome Support,"<p><img src=""https://secure.meetupstatic.com/photos/event/b/9/6/6/600_465827462.jpeg""></p>
<p>We are a community of like minded people who are interested in learning how to heal the gut and brain through the implementation of the GAPS Nutritional Protocol led by a Certified GAPS Practitioner, Mary Beauchamp, RN. GAPS (Gut and Psychology Syndrome) includes disabilities and mental disorders such as autism, ADHD, ADD, dyslexia, dyspraxia, addictions, depression, anxiety, OCD, bipolar disorder, schizophrenia, epilepsy, eating disorders... It includes various chronic physical conditions, which stem unhealthy gut flora such as autoimmune conditions, (celiac disease, rheumatoid arthritis, diabetes, multiple sclerosis, amyotrophic lateral sclerosis, systemic lupus erythematosus, osteoarthritis, Crohn's disease, ulcerative colitis, and skin problems), atopic conditions (asthma, eczema, allergies) food allergies/intolerances chronic fatigue syndrome, fibromyalgia, ME multiple chemical sensitivity, arthritis, PMS and other menstrual problems, endocrine disorders (thyroid, adrenal and others) and all digestive disorders (such as irritable bowel syndrome, gastritis and various colitis), muscular weakness, cramps, and abnormal muscle tone, pain, joint aches, skin problems, hormonal abnormalities and obesity...</p>","[{u'name': u'Depression', u'urlkey': u'depression', u'id': 1079}, {u'name': u'Chronic Pain', u'urlkey': u'chronicpain', u'id': 3456}, {u'name': u'Fermented Foods', u'urlkey': u'fermented-foods', u'id': 15929}, {u'name': u'Mental Illness', u'urlkey': u'mental-illness', u'id': 22543}, {u'name': u'Natural Parenting', u'urlkey': u'natural-parenting', u'id': 23428}, {u'name': u'Natural Healing', u'urlkey': u'natural-healing', u'id': 25983}, {u'name': u'Anxiety', u'urlkey': u'anxiety-support', u'id': 48057}, {u'name': u'Healing Depression and Anxiety', u'urlkey': u'healing-depression-and-anxiety', u'id': 48132}, {u'name': u'Health and Alternative Health', u'urlkey': u'health-and-alternative-health', u'id': 48191}, {u'name': u'Digestive Health', u'urlkey': u'digestive-health', u'id': 56972}, {u'name': u'Healthy Weight Loss', u'urlkey': u'healthy-weight-loss', u'id': 58776}, {u'name': u'Hormone Balancing', u'urlkey': u'hormone-balancing', u'id': 88873}, {u'name': u'GAPS (Gut and Psychology Syndrome)', u'urlkey': u'gaps-gut-and-psychology-syndrome', u'id': 574892}, {u'name': u""IBS Crohn's Disease & other Digestive Disorders"", u'urlkey': u'ibs-crohns-disease-other-digestive-disorders', u'id': 1468012}]"
Depression and Anxiety Support Group,"<p>This is a skills-based education and training group designed to help you cope with facing basic everyday problems in your life including distressing emotions like depression and anxiety that interfere with your daily functioning and getting ahead in your life. The group will focus on practical coping strategies and useful tools including changing your thinking and behavior and becoming more interpersonally effective to help you manage better in your everyday life. There is a fee of $25 per session.<br></p>
<p>- Develop a better understanding of your problems with depression and anxiety <br>- Learn practical strategies and solutions for managing difficult feelings and distress <br>- Practice these techniques in a safe and supportive group setting <br>- Develop a 'tool box' of strategies to use in your everyday life to reduce depression and anxiety to help you function better after the group</p>","[{u'name': u'Depression', u'urlkey': u'depression', u'id': 1079}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Anxiety', u'urlkey': u'anxiety-support', u'id': 48057}, {u'name': u'Healing Depression and Anxiety', u'urlkey': u'healing-depression-and-anxiety', u'id': 48132}, {u'name': u'Anxiety Support Group', u'urlkey': u'anxiety-support-group', u'id': 73617}, {u'name': u'Depression  Support Group', u'urlkey': u'depression-support-group', u'id': 73619}, {u'name': u'Overcoming Depression', u'urlkey': u'overcoming-depression', u'id': 116438}]"
20s-30s Depression & Anxiety Support Group,"<p>Anyone in their 20s-30s near the Folsom area who has depression and/or anxiety who needs a safe, judgement-free place for support from people who completely understand what you are going through. We will have open discussions about coping skills, what to do when things get tough, and anything else you might need to express to us fellow supporters so we can help each other by lending a listening ear. </p>
<p>Our group also has a private Facebook page that we post things we'd like to share with the group relating to coping with depression and anxiety. Members can only be added by the group organizer. Anyone posting innaproprate material will be removed from the Facebook page and the group on this app.</p>
<p><br></p>","[{u'name': u'Depression', u'urlkey': u'depression', u'id': 1079}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Stress Relief', u'urlkey': u'stress-relief', u'id': 17075}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'Anxiety', u'urlkey': u'anxiety-support', u'id': 48057}, {u'name': u'Healing Depression and Anxiety', u'urlkey': u'healing-depression-and-anxiety', u'id': 48132}, {u'name': u'Mental Illness Awareness', u'urlkey': u'mental-illness-awareness', u'id': 55711}, {u'name': u'Mental Health Support', u'urlkey': u'mental-health-support', u'id': 69470}, {u'name': u'Depression Support', u'urlkey': u'depression-support', u'id': 85140}, {u'name': u'Overcoming Depression', u'urlkey': u'overcoming-depression', u'id': 116438}]"
Sac's OneOfAKind,"<p>Anyone who can join who wants a safe and friendly place that can help cope with their anxiety and depression. Coping can be playing video games, watching movie, painting, even a nice walk! Being able to open up with people that is going through the same exact thing. This group is help and support each other on the journey called life.&nbsp; We can plan awesome activities to do also!</p>","[{u'name': u'Depression', u'urlkey': u'depression', u'id': 1079}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'Anxiety', u'urlkey': u'anxiety-support', u'id': 48057}, {u'name': u'Healing Depression and Anxiety', u'urlkey': u'healing-depression-and-anxiety', u'id': 48132}]"
Holistic Addiction Support Meetup,"<p>This group is for people who identify with addiction to mood or mind altering substances, including alcohol, cannabis, prescription medication, and street drugs.</p> 
<p>We will meet to focus on topics that influence and affect our recovery such as:</p> 
<p>- Life Purpose &lt;br&gt;- Spiritual and Emotional Healing &lt;br&gt;- Tools for Energetic Support &lt;br&gt;- Self-Inquiry and Self-Soothing &lt;br&gt;- Diet and Detoxification &lt;br&gt;- And more according to the interests and needs of the group.</p> 
<p>Please bring your willingness to learn, share, and grow in a non-traditional, non-faith based, easy going, open format.</p> 
<p>Please be aware that there are varying opinions on what is good and useful vs. bad and harmful. We are here to define right and wrong for ourselves while being respectful to the decisions and experiences of others.</p>","[{u'name': u'Addiction', u'urlkey': u'addiction', u'id': 2734}, {u'name': u'Alcoholism', u'urlkey': u'alcoholism', u'id': 6783}, {u'name': u'Support Group', u'urlkey': u'support-group', u'id': 15275}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Energy Healing', u'urlkey': u'energy-healing', u'id': 15738}, {u'name': u'Spiritual Growth', u'urlkey': u'spiritual-growth', u'id': 17658}, {u'name': u'Support and Recovery', u'urlkey': u'support-and-recovery', u'id': 17966}, {u'name': u'Support', u'urlkey': u'support', u'id': 19925}, {u'name': u'Mental and Emotional Wellnes', u'urlkey': u'mental-and-emotional-wellnes', u'id': 41357}, {u'name': u'Healing Depression and Anxiety', u'urlkey': u'healing-depression-and-anxiety', u'id': 48132}, {u'name': u'Alcohol and Drug Free', u'urlkey': u'alcohol-and-drug-free', u'id': 68373}, {u'name': u'Overcoming Addictions', u'urlkey': u'overcoming-addictions', u'id': 99170}]"
Berkeley Lose the Anxiety Group,"<p>This group is for you if you want to free yourself from general anxiety, social anxiety, panic attacks, obsessive worrying, phobias (including agoraphobia), OCD or PTSD. We will help you understand the cause of anxiety and work with a variety of techniques to help you lower, deal with, and ultimately heal the causes of anxiety. I have successfully helped many clients lower and overcome their anxiety ; I have used these techniques to overcome my own anxiety.</p>
<p>The two most important aspects of healing anxiety are to: 1) lower your anxiety enough to get through the anxiety or panic attacks without becoming frozen or fleeing the situation. This will re-train your brain to stop sending anxiety signals in the situations that previously triggered them and 2) To discover and neutralize the emotional charge from the situations that caused the anxiety in the first place.</p>
<p>We will use techniques from around the world, involving hypnosis, moving the energy in your body, shamanic practices, bi-lateral stimulation and NLP, as well as some movement and breath work. You will find that these techniques help you get past the anxiety and live life on your own terms.</p>
<p>Please add yourself to our group if you are looking a way to lose the anxiety for good.</p>","[{u'name': u'Depression', u'urlkey': u'depression', u'id': 1079}, {u'name': u'Panic Disorders', u'urlkey': u'panicdisorders', u'id': 1939}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Consciousness', u'urlkey': u'consciousness', u'id': 4417}, {u'name': u'Life Transformation', u'urlkey': u'lifetransform', u'id': 8702}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u'Stress Relief', u'urlkey': u'stress-relief', u'id': 17075}, {u'name': u'Alternative Medicine', u'urlkey': u'alternative-medicine', u'id': 17150}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Anxiety', u'urlkey': u'anxiety-support', u'id': 48057}, {u'name': u'Healing Depression and Anxiety', u'urlkey': u'healing-depression-and-anxiety', u'id': 48132}]"
Panic/Anxiety Disorder Support of Fair Oaks,"<p>This is a group for anyone who suffers or suffered from panic/anxiety disorders and their friends and family. I'm a former panic attack sufferer, and now my son has panic attack disorder. He says talking about it helps calm him down. I'm trying to navigate these confusing waters with him. I thought maybe there are local people who just need someone to talk it over with them, and let them know others understand. We can share stories, coping strategies, and learn from and support one another.</p>","[{u'name': u'Panic Disorders', u'urlkey': u'panicdisorders', u'id': 1939}, {u'name': u'Generalized Anxiety Disorder', u'urlkey': u'generalized-anxiety-disorder', u'id': 15092}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'overcoming social anxiety', u'urlkey': u'overcoming-social-anxiety', u'id': 89785}, {u'name': u'Panic Attacks', u'urlkey': u'panic-attacks', u'id': 99769}, {u'name': u'Support Group for Panic & Anxiety Disorder', u'urlkey': u'support-group-for-panic-anxiety-disorder', u'id': 107160}, {u'name': u'Social anxiety support group', u'urlkey': u'social-anxiety-support-group', u'id': 138848}, {u'name': u'Anxiety and Panic Attacks Self-Help Group', u'urlkey': u'anxiety-and-panic-attacks-self-help-group', u'id': 327251}]"
Greater Sacramento Social Anxiety Group,"<p>Social anxiety disorder is an extreme fear of being scrutinized and judged by others in social or performance situations, to a degree that significantly shapes and impairs a person's life. This group is for people struggling with social anxiety, though there's no need for you to be clinically diagnosed, you just need to know that it's a serious problem for you.&nbsp;</p>
<p>Everybody's social anxiety is different, and some people want much more challenging meetups than others (or find different things challenging). That's why we have a variety of types of meetups. On the more support-groupy end we<span>&nbsp;do monthly discussion meetups (one in person, another online) where we discuss our social anxiety experiences and strategies, usually focusing on specific aspect of the problem. Occasionally we do anxiety scenario role plays or other constructive activities like practicing greeting strangers on a walk. We also do low-key private social activities (like playing board games) where we can practice socializing and hopefully make friends in a safe space. For the more ambitious, we also post public events (marked with [PUBLIC] in the title) where people from our group coordinate to mingle with the general public. Don't be scared off by the ambitious social events or feel&nbsp;dispirited&nbsp;by their popularity, we'll have plenty of safe simple events too and we don't pressure anyone.</span></p>
<p><span>Events are free unless otherwise marked. If you don't fit in anywhere else and have a hard time opening up, we can relate.&nbsp;</span><span>Also, unlike most of the other local anxiety groups, we promise we're not scientologists (nor do we promote any religion).</span></p>","[{u'name': u'Panic Disorders', u'urlkey': u'panicdisorders', u'id': 1939}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'Anxiety, Panic Disorder', u'urlkey': u'anxiety-panic-disorder', u'id': 22886}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Social Phobia', u'urlkey': u'social-phobia', u'id': 45298}, {u'name': u'Social Phobia Support', u'urlkey': u'social-phobia-support', u'id': 45899}, {u'name': u'Mental Illness Awareness', u'urlkey': u'mental-illness-awareness', u'id': 55711}, {u'name': u'Behavioral & Mental Health', u'urlkey': u'behavioral-mental-health', u'id': 61982}, {u'name': u'overcoming shyness', u'urlkey': u'overcoming-shyness', u'id': 71641}, {u'name': u'Building Friendships', u'urlkey': u'building-friendships', u'id': 81925}, {u'name': u'Support Group for Panic & Anxiety Disorder', u'urlkey': u'support-group-for-panic-anxiety-disorder', u'id': 107160}, {u'name': u'Social anxiety support group', u'urlkey': u'social-anxiety-support-group', u'id': 138848}, {u'name': u'Anxiety in Social Settings', u'urlkey': u'anxiety-in-social-settings', u'id': 447752}, {u'name': u'Self Help & Self Improvement', u'urlkey': u'self-help-self-improvement', u'id': 1506756}]"
Gay Men's Social Anxiety Workshop,"<p>Restarting SAFE and ENJOYABLE workshops addressing gay male SOCIAL ANXIETY. Identify sources of your apprehension and learn methods to renew your innate FEARLESSNESS, SELF-WORTH, and CONFIDENCE through sharing, one-on-one, exercises, games. SA is all too common. YOU ARE DEFINITELY NOT ALONE! Be among people who understand and share your concerns.</p>","[{u'name': u'Gay', u'urlkey': u'gay', u'id': 447}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'Gay Men', u'urlkey': u'gay-men', u'id': 19558}, {u'name': u'Gay Male Social Group', u'urlkey': u'gay-male-social-group', u'id': 55541}, {u'name': u'overcoming social anxiety', u'urlkey': u'overcoming-social-anxiety', u'id': 89785}, {u'name': u'Social Anxiety in New York City', u'urlkey': u'social-anxiety-in-new-york-city', u'id': 90519}, {u'name': u'Social anxiety support group', u'urlkey': u'social-anxiety-support-group', u'id': 138848}, {u'name': u'Reducing Social Anxiety', u'urlkey': u'reducing-social-anxiety', u'id': 148103}, {u'name': u'Anxiety in Social Settings', u'urlkey': u'anxiety-in-social-settings', u'id': 447752}, {u'name': u'Social anxiety disorder', u'urlkey': u'social-anxiety-disorder', u'id': 1279622}]"
East Bay Friends for Social Skills and Social Anxiety,"<p>Talk therapy and reading self-help can only go so far in healing your social anxiety, especially if you grew up in a dysfunctional family or experienced trauma. This Meetup group aims to be a place where people who struggle with interpersonal trauma issues and social anxiety can get together and conquer our fears. I envision having events like self-help book study groups, gatherings for just socially anxious people to talk in a safe environment, and also events where we will go out as a team and *gulp* confront our fears by approaching people in public events and simply out in public. We are all at different points in our journey and there will be Meetups that vary in social intensity from small, private, and reflective, to loud and public with strangers. No one is forced or even encouraged to go to events that are too far outside their comfort level.</p>
<p>*I am NOT a coach or therapist using a Meetup as a front to sell you my services*. I'm a regular person who wants to take a leadership role in recovering from my own personal childhood trauma and fears. I am open to suggestions for meetups including joint meetups with groups that would be sensitive to socially anxious people.</p>","[{u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Social', u'urlkey': u'social', u'id': 10581}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'Support', u'urlkey': u'support', u'id': 19925}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Anxiety', u'urlkey': u'anxiety-support', u'id': 48057}, {u'name': u'overcoming social anxiety', u'urlkey': u'overcoming-social-anxiety', u'id': 89785}, {u'name': u'Social anxiety support group', u'urlkey': u'social-anxiety-support-group', u'id': 138848}]"
Petaluma Depression Meetup,"<p>This is a support group for those suffering, or know someone who is suffering, from anxiety, depression, or PTSD. This group is intended to offer a sense of community and solidarity for those who might feel they are alone in their struggles. Meetings will consist of sharing experiences with anxiety, depression, and PTSD; and activities that we might use to help get us through our bouts of anxiety, breathing exercises, and meditative practices. This is not a therapy group. There will be no licensed professionals, so there will be no cross-talk, cross analyses, or advice given about personal issues. The intention is to create a safe space for people suffering from anxiety, depression, or PTSD, either directly or indirectly, to express, find an outlet, and acquire a circle of support as they continue their own journey in overcoming their struggles.</p>","[{u'name': u'Depression', u'urlkey': u'depression', u'id': 1079}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Generalized Anxiety Disorder', u'urlkey': u'generalized-anxiety-disorder', u'id': 15092}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'Anxiety, Depression and Panic', u'urlkey': u'anxiety-depression-and-panic', u'id': 41951}, {u'name': u'Anxiety', u'urlkey': u'anxiety-support', u'id': 48057}, {u'name': u'Social anxiety support group', u'urlkey': u'social-anxiety-support-group', u'id': 138848}, {u'name': u'Anxiety and Depression', u'urlkey': u'anxiety-and-depression', u'id': 1509480}, {u'name': u'anxiety/social anxiety', u'urlkey': u'anxiety-social-anxiety', u'id': 1510058}]"
Panic/Anxiety Disorder Support of Fair Oaks,"<p>This is a group for anyone who suffers or suffered from panic/anxiety disorders and their friends and family. I'm a former panic attack sufferer, and now my son has panic attack disorder. He says talking about it helps calm him down. I'm trying to navigate these confusing waters with him. I thought maybe there are local people who just need someone to talk it over with them, and let them know others understand. We can share stories, coping strategies, and learn from and support one another.</p>","[{u'name': u'Panic Disorders', u'urlkey': u'panicdisorders', u'id': 1939}, {u'name': u'Generalized Anxiety Disorder', u'urlkey': u'generalized-anxiety-disorder', u'id': 15092}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'overcoming social anxiety', u'urlkey': u'overcoming-social-anxiety', u'id': 89785}, {u'name': u'Panic Attacks', u'urlkey': u'panic-attacks', u'id': 99769}, {u'name': u'Support Group for Panic & Anxiety Disorder', u'urlkey': u'support-group-for-panic-anxiety-disorder', u'id': 107160}, {u'name': u'Social anxiety support group', u'urlkey': u'social-anxiety-support-group', u'id': 138848}, {u'name': u'Anxiety and Panic Attacks Self-Help Group', u'urlkey': u'anxiety-and-panic-attacks-self-help-group', u'id': 327251}]"
Greater Sacramento Social Anxiety Group,"<p>Social anxiety disorder is an extreme fear of being scrutinized and judged by others in social or performance situations, to a degree that significantly shapes and impairs a person's life. This group is for people struggling with social anxiety, though there's no need for you to be clinically diagnosed, you just need to know that it's a serious problem for you.&nbsp;</p>
<p>Everybody's social anxiety is different, and some people want much more challenging meetups than others (or find different things challenging). That's why we have a variety of types of meetups. On the more support-groupy end we<span>&nbsp;do monthly discussion meetups (one in person, another online) where we discuss our social anxiety experiences and strategies, usually focusing on specific aspect of the problem. Occasionally we do anxiety scenario role plays or other constructive activities like practicing greeting strangers on a walk. We also do low-key private social activities (like playing board games) where we can practice socializing and hopefully make friends in a safe space. For the more ambitious, we also post public events (marked with [PUBLIC] in the title) where people from our group coordinate to mingle with the general public. Don't be scared off by the ambitious social events or feel&nbsp;dispirited&nbsp;by their popularity, we'll have plenty of safe simple events too and we don't pressure anyone.</span></p>
<p><span>Events are free unless otherwise marked. If you don't fit in anywhere else and have a hard time opening up, we can relate.&nbsp;</span><span>Also, unlike most of the other local anxiety groups, we promise we're not scientologists (nor do we promote any religion).</span></p>","[{u'name': u'Panic Disorders', u'urlkey': u'panicdisorders', u'id': 1939}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'Anxiety, Panic Disorder', u'urlkey': u'anxiety-panic-disorder', u'id': 22886}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Social Phobia', u'urlkey': u'social-phobia', u'id': 45298}, {u'name': u'Social Phobia Support', u'urlkey': u'social-phobia-support', u'id': 45899}, {u'name': u'Mental Illness Awareness', u'urlkey': u'mental-illness-awareness', u'id': 55711}, {u'name': u'Behavioral & Mental Health', u'urlkey': u'behavioral-mental-health', u'id': 61982}, {u'name': u'overcoming shyness', u'urlkey': u'overcoming-shyness', u'id': 71641}, {u'name': u'Building Friendships', u'urlkey': u'building-friendships', u'id': 81925}, {u'name': u'Support Group for Panic & Anxiety Disorder', u'urlkey': u'support-group-for-panic-anxiety-disorder', u'id': 107160}, {u'name': u'Social anxiety support group', u'urlkey': u'social-anxiety-support-group', u'id': 138848}, {u'name': u'Anxiety in Social Settings', u'urlkey': u'anxiety-in-social-settings', u'id': 447752}, {u'name': u'Self Help & Self Improvement', u'urlkey': u'self-help-self-improvement', u'id': 1506756}]"
Greater Sacramento Social Anxiety Group,"<p>Social anxiety disorder is an extreme fear of being scrutinized and judged by others in social or performance situations, to a degree that significantly shapes and impairs a person's life. This group is for people struggling with social anxiety, though there's no need for you to be clinically diagnosed, you just need to know that it's a serious problem for you.&nbsp;</p>
<p>Everybody's social anxiety is different, and some people want much more challenging meetups than others (or find different things challenging). That's why we have a variety of types of meetups. On the more support-groupy end we<span>&nbsp;do monthly discussion meetups (one in person, another online) where we discuss our social anxiety experiences and strategies, usually focusing on specific aspect of the problem. Occasionally we do anxiety scenario role plays or other constructive activities like practicing greeting strangers on a walk. We also do low-key private social activities (like playing board games) where we can practice socializing and hopefully make friends in a safe space. For the more ambitious, we also post public events (marked with [PUBLIC] in the title) where people from our group coordinate to mingle with the general public. Don't be scared off by the ambitious social events or feel&nbsp;dispirited&nbsp;by their popularity, we'll have plenty of safe simple events too and we don't pressure anyone.</span></p>
<p><span>Events are free unless otherwise marked. If you don't fit in anywhere else and have a hard time opening up, we can relate.&nbsp;</span><span>Also, unlike most of the other local anxiety groups, we promise we're not scientologists (nor do we promote any religion).</span></p>","[{u'name': u'Panic Disorders', u'urlkey': u'panicdisorders', u'id': 1939}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u'Social Anxiety', u'urlkey': u'social-anxiety', u'id': 18575}, {u'name': u'Anxiety, Panic Disorder', u'urlkey': u'anxiety-panic-disorder', u'id': 22886}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Social Phobia', u'urlkey': u'social-phobia', u'id': 45298}, {u'name': u'Social Phobia Support', u'urlkey': u'social-phobia-support', u'id': 45899}, {u'name': u'Mental Illness Awareness', u'urlkey': u'mental-illness-awareness', u'id': 55711}, {u'name': u'Behavioral & Mental Health', u'urlkey': u'behavioral-mental-health', u'id': 61982}, {u'name': u'overcoming shyness', u'urlkey': u'overcoming-shyness', u'id': 71641}, {u'name': u'Building Friendships', u'urlkey': u'building-friendships', u'id': 81925}, {u'name': u'Support Group for Panic & Anxiety Disorder', u'urlkey': u'support-group-for-panic-anxiety-disorder', u'id': 107160}, {u'name': u'Social anxiety support group', u'urlkey': u'social-anxiety-support-group', u'id': 138848}, {u'name': u'Anxiety in Social Settings', u'urlkey': u'anxiety-in-social-settings', u'id': 447752}, {u'name': u'Self Help & Self Improvement', u'urlkey': u'self-help-self-improvement', u'id': 1506756}]"
Self Help Social Club,"<p>Self help books are really popular. That's because most of us are dealing with stress and want to live better lives where we feel more comfortable in our skin and more connected to others. This club is made to support your expansion; both internally with the books' teachings, and externally building community. Meet other people who are focused on being healthy and loving, laugh, nerd out on becoming better versions of you, and make friends in the process.&nbsp;</p>
<p> <br></p>","[{u'name': u'Book Club', u'urlkey': u'bookclub', u'id': 2767}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Social Networking', u'urlkey': u'socialnetwork', u'id': 4422}, {u'name': u'Life Transformation', u'urlkey': u'lifetransform', u'id': 8702}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Reading', u'urlkey': u'reading', u'id': 15360}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u""Women's Book Club"", u'urlkey': u'womens-book-club', u'id': 26397}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Confidence and Self-Esteem', u'urlkey': u'confidence-and-self-esteem', u'id': 63753}, {u'name': u'Self Help Techniques for Dealing with Anxiety', u'urlkey': u'self-help-techniques-for-dealing-with-anxiety', u'id': 70303}, {u'name': u'Self Help & Self Improvement', u'urlkey': u'self-help-self-improvement', u'id': 1506756}]"
Sunnyvale Self-Improvement Meetup,"<p>This group is for the silent majority in Silicon Valley, the people no one knows about. Working hard in a region where stress is high, empathy is low, inner peace feels unattainable, and life has become a giant question mark. Let's take a little time together to feel normal again. To learn, live, laugh and share. Let's take a break from feeding the machine.</p>","[{u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Inner peace', u'urlkey': u'inner-peace', u'id': 15822}, {u'name': u'Self-Help', u'urlkey': u'self-help', u'id': 16651}, {u'name': u'Stress Relief', u'urlkey': u'stress-relief', u'id': 17075}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Anxiety', u'urlkey': u'anxiety-support', u'id': 48057}, {u'name': u'Knowledge Sharing', u'urlkey': u'knowledge-sharing', u'id': 65780}, {u'name': u'Self Help Techniques for Dealing with Anxiety', u'urlkey': u'self-help-techniques-for-dealing-with-anxiety', u'id': 70303}, {u'name': u'Job Stress', u'urlkey': u'job-stress', u'id': 132146}]"
